Darija,English
هو ضعيف تحت ماريا وغليض تحت المرتفعات.,It is thinner under the maria and thicker under the highlands.
وهي واخا هكاك مامتفرداش في هاذ الشأن، كيتعتبر التجريب والتجربة اختبار يمكن يتستخدم باش ننفيو فرضية أولا كتر؛ طرح الأسئلة وإجراء الملاحظات حتا هما كيوجهو البحث العلمي.,"It isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research."
من الممكن أنه ينفعك تشري بطاقة Wild Card، فهي كتخليك تدخل لمجموعة مختارة من متنزهات جنوب إفريقيا أولا كاع المتنزهات دجنوب إفريقيا الوطنية.,"It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks."
تيقول أن أكثر مكان مؤثر للموضوع الرئيسي هو فتقاطع الخطوط اللي كتقسم الصورة إلى أثلاث عمودياً وأفقياً (انظر المثال).,It states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally (see example).
كيتطلب الأمر صاروخاً كبير لارتفاع ديالو أكثر من 100 قدم باش يتحط قمر اصطناعي أو منظار في الفضاء.,It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.
كتستعمل تقنية مرتبطة بالأقمار الاصطناعية ماشي بحال التقنية القديمة اللي كتستعمل رادار أرضي باش تسمح للمراقبين الجويين يحددو لبلاصة ديال الطيارة بدقة أعلى وتعطي للطيارين معلومات محددة أكثر.,It uses satellite-based technology as opposed to older ground-radar-based technology to allow air traffic controllers to pinpoint aircraft with greater precision and give pilots more accurate information.
كيحذر من أنه حتى واحد ما يمكن له يضمن باللي أي مسار عمل في هاذ اللحظة في العراق غادي يوقف الحرب الطائفية أو العنف الي كيزيد أو الطريق ديال الفوضى.,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos."
وفي هاذ الوقت تطلق لقب عاصمة الموضة على باريس فعوض القسطنطينية.,It was at this time that the transfer of the title of Fashion Capital from Constantinople to Paris was made.
كانت وحدة من أكبر الوقفات فالبرنامج ديال هنري لويس غيتس عجائب عالم إفريقيا.,It was one of the major stops during Henry Louis Gates' PBS special Wonders of the African World.
"كانت كتحكمها ""فيشي"" الفرنسية. هادو فرنسيين اللي دارو السلام مع ألمانيا ف 1940 و خدمو مع المستعمرين عوض ما يضاربو معاهم.","It was ruled by the ""Vichy"" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them."
كان هادا هو الماتش الأخير ل All Blacks اللي ربحو البطولة هادي جوج سيمانات.,"It was the final match for the All Blacks, who had already won the trophy two weeks ago."
كان ممكن أنها تدوم ل 40 عام الجاية وتحارها جيوش الوكالة بصرامة فساحات المعركة من إفريقيا حتال آسيا، فأفغانستان و كوبا وبلايص وحدين أخرين.,"It was to last for the next 40 years and would be fought for real, by proxy armies, on battlefields from Africa to Asia, in Afghanistan, Cuba and many other places."
"من المتوقع أن أغلب تذاكر الحدث غتوصل التكلفة ديالها بين 2,500 و 130,000 ين، أما تكلفة العادية النموذجية فغادي تكون حوالي 7,000 ين.","It's expected that most event tickets will cost between ¥2,500 and ¥130,000, with typical tickets costing around ¥7,000."
كيستاحق هادشي نص ساعة من التجوّل في القرية المثيرة للاهتمام.,It's worth half an hour to stroll about the intriguing village.
الإيطاليّة أيضاً هي لغة الحياة اليوميّة اللي كيستخدموها معظم اللي تيخدمو فالدولة، بينما كتتستخدم اللاتينيّة عادةً في المراسم الدينيّة.,Italian is also the everyday language used by most of those who work in the state while Latin is often used in religious ceremonies.
كرة القدم الوطنية الإيطالية، إلى جانب المنتخب الألماني لكرة القدم هي ثاني أكثر الفرق اللي ناجحين فالعالم وربحو كأس العالم لكرة القدم في عام 2006.,"Italy's national football, along with German national football team is the second most successful team in the world and were the FIFA World Cup champions in 2006."
القوة الشاملة اللي كانت عندها أثّرت على كولشي من الملك وحتال عامة الناس.,Its all-pervading power affected everyone from king to commoner.
لفكين الطوال كانو مرصعين بأكثر من 70 سنا كيشبهو للزيزوارات وزيد واحد لمجموعة أخرى في السقف نتاع فمها، وهاذ كيعني أنه ميمكنش شي حاجة تهرب منها إذا جات فطريقها.,"Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path."
مشهورة بكونها مركز الفخامة من عام 400 بعد الميلاد واستمرات شهرتها حتال عام 1100 بعد الميلاد.,Its renown for being an epicenter of luxury began in about 400 A.D. and lasted up until about 1100 A.D.
طاحت لحالة ديالها ف القرن الثاني عشر في الأساس بسبب أن الحملات الصليبية رجعات وهي هازة معها هدايا بحال الحرير ولعطرية واللي كانت عندها قيمة كبيرة من داكشي اللي كانت كتوفرو الأسواق البيزنطية.,Its status declined during the twelfth century mainly due to the fact that Crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered.
قالت وزارة الاقتصاد والتجارة والصناعة (ميتي) أنها كانت عارفة الحوادث 27 المتعلقين بالأجهزة.,"Japan's Ministry of Economy, Trade and Industry (METI) said that it had been aware of 27 accidents related to the devices."
ثقافة العمل اليابانية أكثر هرمية و رسمية من داك الشي اللي مولفين عليه الغربيين.,Japanese work culture is more hierarchical and formal that what Westerners may be used to.
اليابان فيها تقريبا 7000 جزيرة (أكبرها هونشو) الشيء اللي تيخليها سابع أكبر جزيرة فالعالم.,"Japans holds nearly 7,000 islands (the biggest being Honshu), making Japan the 7th largest island in the world!"
بحال كيفما القمر تيأثر على الأرض ويسبب المد والجزر فحتى درب التبانة تيطبق قوة على مجرة القوس.,"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy."
قدم لاكها سينغ الشابان بهوغ بهاجان. وكان المغني راجو خانديلوال معاه.,"Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him."
أغلب المناطق فأقصى الشمال قليلة السكان وشي وحدين تقريبا مجرد خلا مامسكونش.,Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness.
وقعات الشهر الفايت أسوء كارثة جوية عرفاتها إيران منذ سنوات فاش تحطمات طائرة كانت غادية لأرمينيا ماتوا فيها 168.,"Last month Iran saw its worst air disaster in years when an airliner heading to Armenia crashed, killing the 168 on board."
قالت اللجنة الانتخابية الشهر اللي فات أن استقالة المجلس الانتخابي المؤقت جزء من الخطوات اللي غاتدفع البلاد لانتخابات جديدة.,Last month a presidential commission recommended the prior CEP's resignation as part of a package of measures to move the country towards new elections.
"صرحت وزارة الاقتصاد والتجارة والصناعة أن أبل علماتها بالحوادث ال34 النشيطة الإضافية اللي سماتها الشركة ""ماشي خطيرة.""","Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called ""non-serious."""
قال الرئيس الأمريكي دونالد ترامب الأحد اللي فات فتصريح عبر من خلال السكريتير الصحفي أن الجنود الأمريكيين غادي يغادرو سوريا.,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria."
قالت التقارير من بعد أن الطيارة تلقت تهديد بالتفجير وبدلات الطريق ديالها لأفغانستان وهبطات ف قندهار.,"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar."
"فاللقاء ديالو مع رئيس الوزراء، طلب السيد لايتون تغيير مشروع قانون البيئة اللي قدموه المحافظين وطلب ""إعادة كتابة شاملة وكاملة"" لمشروع البيئة اللي قدمو الحزب المحافظ.","Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill."
النقد اليبيرالي لجهود إعادة الترميم ركز على إرساء عقود إعادة البناء لالعاملين بالبيت الأبيض.,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.
تبع ليغينز الطريق ديال باه ودار مسيرة فالطب.,Liggins followed in his father’s footsteps and entered a career in medicine.
حتى هو بحال بزاف ديال الخبراء لوخرين عندو شك فإمكانية علاج السكري، وكيشير أن نتائج هاد البحث معندهاش علاقة بالناس اللي عندهم داء السكري من النوع الأول.,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes."
كتصرف زمر الأسود بحال قطعان الذئاب والكلاب حيوانات كتشبه للأسود (ولكن ماشي بحال القطط الكبيرة الأخرى) فالسلوك وشديدة الافتراس للفرائس ديالها.,"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey."
الأسود هي أكثر القطط اجتماعية لاحقاش تيعيشو فمجموعات تيتسماو الزمرة.,"Lions are the most social cats, living in large groups called prides."
كتكون الأسود والفهود والنمور حشمانة بعض المرات وتقدر تشوفها مزيان بالمنظار.,"Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars."
السلطات المحلية كتحذر الناس اللي ساكنين حدا المعمل أنهم يبقاو فديورهم ويطفيو المكيفات وميشربوش الما دروبيني.,"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water."
بالرغم أنهم بانو ضعاف فالماتش ضد الشقيقات الجنوبيات ديالهم إلا أن جنوب إفريقيا تطورات بشكل مستمر بتقدم البطولة.,"Looking decidedly rusty in the game against their southern sisters, South Africa however steadily improved as the tournament progressed."
التهاب الدماغ هو مرض ممكن يقيس الجهاز العصبي الأوسط اللي كيتكون من الدماغ والنخاع الشوكي والعصب البصري.,"MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord and the optic nerve."
كاتضمن ماتشو بيتشو ثلاثة دالبنايات هما إينتيهواتانا و معبد الشمس وغرفة المنافذ الثلاثة.,"Machu Picchu consist of three main structures, namely Intihuatana, the Temple of the Sun, and the Room of the Three Windows."
كتعتبر مدغشقر هي أكبر وقارة بوحدها فاش تنتكلمو على الحياة البرية.,"Madagascar is by far the biggest, and a continent on its own when it comes to wildlife."
المطبخ المايوركي، بحال دوك اللي فمنطقة البحر الأبيض المتوسط، كيركز على الخبز، والخضر واللحم (خصوصا لحلوف)، وكيستعمل زيت الزيتون.,"Majorcan cuisine, like that of similar zones in the Mediterranean, is based on bread, vegetables and meat (specially pork), and uses olive oil throughout."
بزاف دالبضائع المخبوزة الألمانية تيكون فيها اللوز، والفستق، ومكسرات أخرى دالأشجار. الكيكات المشهورة تاتكون ديما مع كأس قاسح دالقهوة.,"Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee."
بزاف ديال الصيغ (بحال APS كمثال) تقريبا مساوية ولا قريبة لهاد النسبة.,"Many common formats (APS family of formats, for example) are equal to or closely approximate this aspect ratio."
بزاف لاحظو أن الإيقاعات فعلم وظائف الأعضاء والسلوك دائما تيعتامدو على دورات داخلية والإنتاج ديالها عبر الساعة البيولوجية.,Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.
بزاف دالعادات اللي عندها علاقة بالاحتفال بالعيد خداوها الناس اللي مكيآمنوش فالدول المسيحية والناس اللي ماشي مسحيين فالعالم.,Many of the traditions surrounding the holiday have been adopted also by non-believers in Christian countries and non-Christians around the world.
بزاف دعلماء الحفريات تيآمنو أن واحد المجموعة دالدينصورات عاشو ومازالين عايشين اليوم. وتنسميوهوم الطيور.,Many paleontologists today believe that one group of dinosaurs survived and is alive today. We call them birds.
بزاف دالناس متيشوفوهمش كدينصورات لاحقاش عندهم الريش وتيطيرو.,Many people don't think about them as dinosaurs because they have feathers and can fly.
بزاف دالرحلات للشعاب المرجانية كتدار على طول العام، والإصابات فهاد الشعاب المرجانية نادرة.,"Many trips to the reef are made all year around, and injuries due to any of these causes on the reef are rare."
أدى مارتيلي البارح القسم في المجلس الانتخابي المؤقت (سيب) المكون من 9 أعضاء.,Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.
ملكية الكبيرة للسيارات كيأدي لارتفاع مؤشر الحوادث واللي بدورو تيأدي لاخراع تقنيات جديدة فالمجال الصحي باش تعالج الأجسام المعطوبة.,"Mass car ownership also leads to a higher incidence of accidents on the roads, which leads to the invention of new techniques in healthcare for repairing damaged bodies."
غالبا أفراد ثقافة فرعية تيميزو راسهم باستخدام متميز ورمزي للأسلوب اللي ممكن يكون فالباس والتصرفات و اللهجة.,"Members of a subculture often signal their membership through a distinctive and symbolic use of style, which includes fashions, mannerisms, and argot."
كمل ميكل شوماخر السباق ديالو بمدة قليلو من بعد ألونسو، بسبب تعطل بلايص العجلات فالمواجهات العديدة فالسباق.,"Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race."
قدم رجال المضرب من الدرجة المتوسطة، ساشين تندولكر و راهول درافيد، أداء متميز ودارو 100 جرية مشتركة.,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership."
الحضارات الصغيرة غالبا كتختفي بدون ما أنها تخلي معالم أثرية باينة وكتفشل فأنها يتم اعتبارها كحضارة خالصة.,Minor cultures often vanish without leaving relevant historic evidence and fail to be recognized as proper civilizations.
مولدوفا جمهورية متعددة الإثنيات واللي عانات من الصراع الإثني.,Moldova is a multi-ethnic republic that has suffered from ethnic conflict.
الفلوس تيتبدلو غير فالبنكة الوحيدة في الجزراللي كاينة ف ستانلي فالطريق اللي جاي من محل FIC الغربي.,Money can be exchanged at the only bank in the islands which is located in Stanley across from the FIC West store.
مونتفيديو كاينة فمنطقة شبه مدارية؛ تتكون الحرار فوق 30 درجة فأشهر الصيف.,"Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common."
بزاف دالكنائس التقليدية تيحتافلو بعيد الفصح فليلة السبت فعطلة عيد الفصح، وكتدخل الطوئف فالاحتفال فنص الليل باش يحتافلو ببعاث المسيح.,"More traditional churches often hold an Easter Vigil on Saturday night during the Easter weekend, with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection."
وزيد أن الفشل فأن هادشي يتدار عندو نتائج خطيرة: انخفاض النمو وسوء التغذية والموت فالأخير.,"Moreover, failure to do so has serious consequences: growth depression, malnutrition, and ultimately death."
كان الموساسوروس أقوى مفترس فالوقت ديالو ومكان تيخاف من حتى حاجة من غير بني جلدته.,"Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs."
معظم الوفيات كتوقع بسبب لعيا من بعد محاولة معاكسة التيار، اللي ممكن تكون مستحيلة.,"Most deaths happen as result of fatigue trying to swim back against the current, which may be impossible."
أغلب المقاطعات فيهم طوبيسات يابانية صغيرة اللي مريحة وصحيحة.,"Most districts are served by small Japanese Coaster Buses, which are comfortable and sturdy."
أغلب الحشرات قادرة أنها تخزن جناحها مورا ظهرها.,Most insects have the advantage of being able to fold their wings back along the body.
"أغلب التفسيرات على الحتمية التكنولوجية كتشارك جوج أفكار عامة: التطور التكنولوجي براسو غادي فواحد الطريق كتجاوز التأثير الثقافي والسياسي، وأن التكنولوجيا بدورها عندها ""تأثيرات"" على المجتمعات اللي عندها طابع توارثي أكثر من اللي كتأطر اجتماعيا.","Most interpretations of technological determinism share two general ideas: that the development of technology itself follows a path largely beyond cultural or political influence, and that technology in turn has ""effects"" on societies that are inherent, rather than socially conditioned."
أغلب الأبحاث المعاصرة بالتيليسكوب هي تسهيلات كبيرة فالماطق البعيدة اللي فيها مناخ مزيان.,Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions.
معظم البنايات فحافة المنزه عاود ترممو باش يعطيو للسياح نظرة على كيفاش كانو فالأصل.,Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.
أغلب السفن البلطيقية غادي تبقا مازال ف سانت بيترسبيرغ، فروسيا.,"Most of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia."
معظم حياة اليهود كانت على برا د الديور.,Most of the life of the Hebrew family happened in the open air.
أغلب الأديرة كتعطي غطاء للعيالات اللي تجيو ماواجدينش، ولكن إلا جبتي ديالك، خصوصا شي واحد فيه ألوان فاتحة، غايبتسملك الراهب والراهبة فالباب.,"Most of the monasteries do provide wraps for women who come unprepared, but if you bring your own, especially one with bright colors, you'll get a smile from the monk or nun at the entrance."
أغلب الجزر هي أوطان مسقلة أو مرتبطة بفرنسا و كتسمى منتجعات شاطئية فاخرة.,"Most of the smaller islands are independent nations, or associated with France, and known as luxury beach resorts."
صرحت السيدة كريشنر في المسرح الأرجنتيني على أنها غاترشح للرئاسة، وهاد لبلاصة هي لبلاصة الي كانت بدات فيها الحملة ديالها د 2005 للترشح لمجلس شيوخ كعضو في مجلس مقاطعة بوينوس أيريس.,"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation."
"كان محمد مهتم بأمور بعيدة على هاد الحياة الأرضية. كان تيمشي يدير التأمل فواحد لغار ولا معروف ""حراء"" فجبل ""النور"" (النور).",Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as “Hira‘” on the Mountain of “Noor” (light) for contemplation.
خسر موراي المجموعة الأولى فالشوط الفاصل بعدما دازو إرسالات صعاب فالمجموعة.,Murray lost the first set in a tie break after both men held each and every serve in the set.
الطفرة كتزيد تنوع جيني جديد، والانتخاب تيحيدها من مجموعة النوع اللي كانت.,"Mutation adds new genetic variation, and selection removes it from the pool of expressed variation."
الطفرات ممكن يكون عندها تاُيرات مختلفة على حسب نوع الطفرة وأهمية العضو الجيني اللي تقاس بيها و واش الخلايا اللي تقاست هي من سلالة جرثومية.,"Mutations can have a variety of different effects depending on the type of mutation, the significance of the piece of genetic material affected and whether the cells affected are germ-line cells."
"المسؤول ديال برنامج المكوك د ناسا ن. واين هال جونيور قال أن الرغوة طاحت ""من بعد الوقت اللي كنا مهتمين بيها.""","NASA's shuttle program chief N. Wayne Hale Jr. said the foam had fallen ""after the time we are concerned about."""
هيئة الإذاعة اليابانية قالت أن محطة توليد الطاقة النووية Kashiwazaki Kariwa كانت خدامة بشكل عادي.,NHK also reported that the Kashiwazaki Kariwa nuclear power plant in Niigata prefecture was operating normally.
ركزو الطبيعيين والفلاسفة على الكيتب القديمة، وخصوصا الإنجيل باللاتينية.,"Naturalists and philosophers focused on classical texts and, in particular, on the Bible in Latin."
السياحة الطبيعية كتجبد الناس اللي مهتمين بزيارة المناطق الطبيعية بغرض الاستمتاع بالمناظر الطبيعية والنباتات والحيوانات البرية.,"Nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery, including plant and animal wildlife."
منحتاجش نقولك أنك إذا كنتي كتعرف شي لغة رومانسية فغادي يكون من السهل عليك أنك تتعلم البرتغالية.,"Needless to say, if you know a Romance language, it will be easier for you to learn Portuguese."
حاولو المفاوضين أنهم يصححو الوضعية، ولكن طلبات المسجونين مواضحاش.,"Negotiators tried to rectify the situation, but the prisoners' demands are not clear."
المعطيات العصبية الحيوية كاتعطي إثباتات فيزيائة على نهج نظري للبحث فالادراك. وهكا كتصغر مجال البحث وكتردو دقيق كثر.,Neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition. Therefore it narrows the research area and makes it much more exact.
تعجبو المصريين القدام في عصر الدولة الحديثة من الآثار دلأسلاف ديالهم، واللي كان عمرها كثر من ألف عام ديك الساعة.,"New Kingdom ancient Egyptians marvelled at their predecessors monuments, which were then well over a thousand year old."
بعض السروج، وخاصة السروج الإنجليزية، فيها قطبان دالأمان اللي كتمكن من أن جلد الركاب يطيح من السرج إلا جرو الفارس اللي طايح اللور.,"Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider."
قالت إدارة الطيران الفيديرالية أن NextGen هو نظام اللي غادي يخلي الطائرات تطير مسافة قصيرة وتوفر ملايين الغالونات ديال الوقود كل عام وغادي تحبس انبعاث الكاربون.,NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.
حتى شي طفل ماخاصو يكبر فمحيط متيعطيهش التغذية والرعاية والتعليم، ولكن كاينين اللي تيكبرو فمحيط بحال هادا.,"No child should ever have to grow up in an environment that is not nurturing, caring, and educational, but they do."
ماغاديش يتزاد لمركوب والقطارات الفوق أرضية مغتحبسش ف ويمبلي، وبلايص لباركينغ مكينينش فوق الأرض.,"No extra transport is being put on and overground trains will not stop at Wembley, and car parking and park-and-ride facilities are unavailable at the ground."
متوصلش الماسح الجيولوجي الأمريكي (USGS) ولا المركز الوطني للمعلومات المتعلقةبالزلازل بحتى شي تقرير عن خسائر.,No immediate reports of damage have been received by the United States Geological Survey (USGS) and its National Earthquake Information Center.
موقعاتش خسائر أولا إصابات كبيرة ف تونغا، غير الضو اللي تقطع مؤقتان، الشيء اللي مخلاش السلطات تتوصل بالتحذير من تسونامي اللي طلقو مركز المحيط الهادي للتحذير من تسونامي PTWC.,"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC."
بالرغم من أنها كتبان مسالمة، إلا أن الجاموس والظبي ولغزال والدب وتقريبا كاع الحيوانات لكبيرة ممكن أنها تهاجم.,"No matter how docile they may look, bison, elk, moose, bears, and nearly all large animals can attack."
حتى شي تحذير من تسونامي متعطى، وبحسب وكالة جاكارتا للجيوفيزياء، مغادي يتعطى حتى شي تحذير لاحقاش الزلزال موصلش لدرجة 6.5 المطلوبة.,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement."
شواطئ الساحل الشرقي (فمقاطعة الميناء الغربي) كاينة فالمحيط الهادي وكيمتدو من شاطئ لونغ باي فالشمال حتال دوفونبورت فالجنوب.,North Shore beaches (in North Harbour district) are on the Pacific Ocean and stretch from Long Bay in the north to Devonport in the south.
حتى حاجة مكاتبان من غير السما الزوينة والصافة والجبال اللي دايرين. شي حاجة قليلة من هاد العالم هي اللي كاتشاف أولا كاتسمع من داخل الكهف.,"Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave."
المطبخ الجاوي متوفر على نطاق واسع فأنحاء الأرخبيل، وكايتميز بمجموعة من الأطباق ساهلة التحضير، والنكهات اللي سايدة وتيفضلها الجاويون هي كاوكاو والفلفل الحارة والسكر (خاصة سكر جوز الهند الجاوي) والعطرية المختلفة.,"Now widely available throughout the archipelago, Javanese cuisine features an array of simply seasoned dishes, the predominant flavorings the Javanese favor being peanuts, chillies, sugar (especially Javanese coconut sugar) and various aromatic spices."
حيوان الأصلوت تياكل الحيوانات الصغيرة. تيشد لقرودة ولحنوشة والقوارض والطيور إلى لقا كيفاش. الحيوانات اللي تيصيدها حيوان الأصلوت تقريبا كلها أصغر منو.,"Ocelots like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the ocelot hunts are far smaller than it is."
بطبيعة الحال أن الأرباح الكبيرة اللي نتجات على الاستغلال ديال الشعب الفليبيني هي المكاسب الأساسية نتاع الإمبريالية الأمريكية.,"Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism."
المسؤولين ديال مدينة أمستردام ومتحف آن فرانك تيقولو أن الشدرة كانت متأثر بالفطريات وكتشكل خطر على الصحة العامة وقالو أنه كان خطر ديال أنها قريبة تطيح.,Officials for the city of Amsterdam and the Anne Frank Museum state that the tree is infected with a fungus and poses a public health hazard as they argue that it was in imminent danger of falling over.
قال أوليفير ساكس فالورقة البحثية ديالو، تحت عنوان خطاب الرئيس، أن الناس اللي مقادرينش يفهمو الخطاب بسباب خلل فالدماغ قادرين واخا هكاك على تقييم الإخلاص بدقة.,"Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately."
"ف 15 غشت 1940، دخلو الحلفاء لجنوب فرنسا، الغزو تسمى ""عملية دراغون"".","On 15 August 1940, the Allies invaded southern France, the invasion was called ""Operation Dragoon""."
علنات السكريترة الدائمة فلجنة نوبل للأدب فالأكاديمية السويدية سارة دانيوس نهار الإثنين فواحد البرنامج فراديو Sveriges فالسويد أن اللجنة اللي مقدراتش توصل لبوب ديلان براسو باش تخبرو بالفوز بجائزة نوبل في الأدب لعام 2016 وقفت محاولة للوصول إليه.,"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him."
الطريق اللي تيكون فيها الجليد والثلج تتكون الاحتاكاكات قليلة ومتقدرش تسوق بحال إلا راك على الطريق اللي فيها غير الزفت.,"On icy and snowy roadways, friction is low and you cannot drive as if you were on bare asphalt."
فشي طرق جوية تيكون عند الشركات الكبيرة طائرات ديالهم، ولكن بالنسبة للطرق لوخرا والشركات الصغيرة تيكون مشكل.,"On some routes, the larger companies have their own planes, but for other routes and smaller firms there was a problem."
ومن جهة أخرى كتكون ظروف الجليد والثلج عادية فبزاف دالدول والطريق غالبا مكتقطعش على طول السنة.,"On the other hand, icy and snowy conditions are normal in many countries, and traffic goes on mostly uninterrupted all year round."
ممكن متبقاش إمكانية استخدام البطاقة النبكية فالجزر اللي بعيدة، واخا ممكن تدي العملات البريطانية والأمريكي؛ سول مالين السلعة من قبل باش تعرف طريقة لخلاص الممكنة.,"On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method."
كانت مدينة سميرنا قديمة ولات دابا مدينة متحضرة ومتقدمة ومركز تجاري نشيط دايرة على خليج كبير ودايرين عليها الجبال.,"Once the ancient city of Smyrna, it is now a modern, developed, and busy commercial center, set around a huge bay and surrounded by mountains."
بين المضاد الحيوي، ZMapp، أنه فعال فهاد المجال، ولكن الدراسات الرسمية كتقول أنه معندوش نفس التوقعات اللي كانت فأنه يعتق من الموت.,"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death."
تفكعات واحد القنبلة برا دلمكتب دالحاكم العام.,One bomb exploded outside the governor general's office.
تقدر تفكر شنو ممكن يولي لكلافيي فاش تبان شي حاجة جديدة.,One can only wonder what the keyboard will become when something newer comes along.
من بين المعتقدات نتاع الكنيسة أن الثروة خاص تستخدم فالنقص من المعاناة والفقر وأن الدعم المادي للكنيسة تدار لهاد الغاية.,One of the main Christian tenets is that wealth should be used to alleviate suffering and poverty and that the monetary funds of the church are there specifically for that reason.
من بين الطرق اللي كتبين أهمية التنشئة الاجتماعية ممكن نشوفو الحالات نتاع الأطفال الي عاناو من الخلي أوالفقر أو الإساءة المتعمدة واللي متمش الإدماج ديالهم داخل المجتمع من طرف الراشدين فاش كانو تيكبرو.,"One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up."
من بين الأمثلة الباينة على هادشي هو حملة الشمال الأطلسي فالحرب العالمية الثانية. حاولو الأمريكيين أنهم ينقلو العسكر والعتاد ديالهم عبر المحيط الأطلسي باش يعاونو بريطانيا.,One of the most noteworthy recent examples of this was the North Atlantic campaign of WWII. The Americans were trying to move men and materials across the Atlantic Ocean to help Britain.
واحد تصيفط لجورج واشنطن ف 6 يوليوز وتقرا على الجنود ديالو ف 9 يوليوز. نسخة منو وصلات لندن ف 10 غشت.,"One was sent to George Washington on July 6, who had it read to his troops in New York on July 9. A copy reached London on August 10."
الطفرة اللي كتوقع فالخلايا من سلالة جرثومية هي اللي تقدر تنتاقل للأطفال، الطفرات فبلاصة أخرى ممكن تسبب موت الخلية أو السرطان.,"Only mutations in germ-line cells can be passed on to children, while mutations elsewhere can cause cell-death or cancer."
